fips,year,total_units
37097,2000,NA
37097,2001,NA
37097,2002,NA
37097,2003,2049
37097,2004,2599
37097,2005,2546
37097,2006,2268
37097,2007,1773
37097,2008,2972
37097,2009,1213
37097,2010,735
37097,2011,514
37097,2012,899
37097,2013,982
37097,2014,1596
37097,2015,2712
37097,2016,2696
37097,2017,3632
37097,2018,3982
37097,2019,2526
37097,2020,3810
37097,2021,4094
37097,2022,5190
37097,2023,8708
37097,2024,2880
37099,2000,1490
37099,2001,894
37099,2002,976
37099,2003,1118
37099,2004,1356
37099,2005,770
37099,2011,49
37099,2012,218
37099,2013,910
37099,2014,422
37099,2022,554
37099,2023,470
37099,2024,358
37101,2000,3049
37101,2001,3646
37101,2002,3392
37101,2003,3162
37101,2004,3254
37101,2005,3733
37101,2006,3728
37101,2007,3703
37101,2008,1855
37101,2009,1244
37101,2010,1221
37101,2011,1112
37101,2012,1588
37101,2013,2066
37101,2014,2451
37101,2015,2935
37101,2016,3988
37101,2017,4099
37101,2018,5011
37101,2019,5170
37101,2020,5965
37101,2021,5794
37101,2022,4578
37101,2023,4308
37101,2024,3491
37103,2022,40
37103,2023,56
37103,2024,60
37105,2000,384
37105,2001,460
37105,2002,NA
37105,2003,630
37105,2004,603
37105,2005,631
37105,2006,1030
37105,2007,543
37105,2008,349
37105,2009,218
37105,2010,228
37105,2011,195
37105,2012,152
37105,2013,144
37105,2014,142
37105,2016,179
37105,2017,343
37105,2018,130
37105,2022,614
37105,2023,1082
37105,2024,806
37107,2022,458
37107,2023,306
37107,2024,138
37109,2000,NA
37109,2001,NA
37109,2002,NA
37109,2003,778
37109,2004,811
37109,2005,770
37109,2006,646
37109,2007,578
37109,2008,515
37109,2009,262
37109,2010,187
37109,2011,124
37109,2012,161
37109,2013,205
37109,2014,287
37109,2022,1767
37109,2023,1354
37109,2024,972
37111,2022,319
37111,2023,264
37111,2024,144
37113,2000,718
37113,2001,780
37113,2002,638
37113,2003,664
37113,2004,780
37113,2005,726
37113,2006,684
37113,2007,756
37113,2008,506
37113,2009,292
37113,2010,154
37113,2011,154
37113,2012,164
37113,2013,150
37113,2014,214
37113,2022,321
37113,2023,187
37113,2024,137
37115,2000,286
37115,2001,268
37115,2002,238
37115,2003,306
37115,2004,312
37115,2022,170
37115,2023,142
37115,2024,232
37117,2000,94
37117,2001,108
37117,2002,104
37117,2003,55
37117,2004,72
37117,2022,0
37117,2023,0
37117,2024,0
37119,2000,23136
37119,2001,23334
37119,2002,21140
37119,2003,19446
37119,2004,23698
37119,2005,21656
37119,2006,27352
37119,2007,22834
37119,2008,12239
37119,2009,5990
37119,2010,5081
37119,2011,3148
37119,2012,16024
37119,2013,16794
37119,2014,18816
37119,2015,17584
37119,2016,18542
37119,2017,22504
37119,2018,28042
37119,2019,24396
37119,2020,22134
37119,2021,28750
37119,2022,26214
37119,2023,28870
37119,2024,16408
37121,2000,124
37121,2001,96
37121,2002,118
37121,2003,124
37121,2004,122
37121,2022,80
37121,2023,78
37121,2024,60
37123,2000,204
37123,2001,242
37123,2002,198
37123,2003,184
37123,2004,188
37123,2022,104
37123,2023,136
37123,2024,97
37125,2004,1664
37125,2022,1820
37125,2023,1560
37125,2024,1197
37127,2007,479
37127,2008,567
37127,2009,467
37127,2010,340
37127,2011,314
37127,2012,258
37127,2013,307
37127,2014,221
37127,2022,387
37127,2023,377
37127,2024,365
37129,2004,5185
37129,2005,6062
37129,2006,3861
37129,2007,3851
37129,2008,2138
37129,2009,777
37129,2010,840
37129,2011,890
37129,2012,2289
37129,2013,2118
37129,2014,2331
37129,2022,3647
37129,2023,2949
37129,2024,1857
37131,2000,90
37131,2001,NA
37131,2002,116
37131,2003,56
37131,2004,100
37131,2022,49
37131,2023,36
37131,2024,22
37133,2015,1788
37133,2016,1605
37133,2017,2006
37133,2018,2057
37133,2019,2580
37133,2020,2870
37133,2021,3194
37133,2022,2644
37133,2023,2838
37133,2024,1283
37135,2000,1452
37135,2001,NA
37135,2002,NA
37135,2003,1633
37135,2004,1642
37135,2005,1192
37135,2006,1008
37135,2007,866
37135,2008,769
37135,2009,1117
37135,2010,493
37135,2011,589
37135,2012,487
37135,2013,658
37135,2014,602
37135,2015,729
37135,2016,946
37135,2017,1093
37135,2018,2449
37135,2019,753
37135,2020,900
37135,2021,1637
37135,2022,871
37135,2023,916
37135,2024,554
37137,2000,112
37137,2001,102
37137,2002,102
37137,2003,136
37137,2004,173
37137,2005,190
37137,2006,165
37137,2007,121
37137,2008,113
37137,2009,88
37137,2010,64
37137,2011,41
37137,2012,44
37137,2013,49
37137,2014,59
37137,2022,175
37137,2023,186
37137,2024,152
37139,2000,195
37139,2001,264
37139,2002,336
37139,2003,429
37139,2004,730
37139,2022,189
37139,2023,239
37139,2024,162
37141,2004,488
37141,2005,2023
37141,2006,1292
37141,2007,1110
37141,2008,522
37141,2009,309
37141,2010,351
37141,2011,292
37141,2012,310
37141,2013,416
37141,2014,567
37141,2022,2209
37141,2023,1505
37141,2024,1067
37143,2022,46
37143,2023,45
37143,2024,34
37145,2000,360
37145,2001,NA
37145,2002,432
37145,2003,492
37145,2004,554
37145,2005,462
37145,2006,446
37145,2007,354
37145,2008,240
37145,2009,192
37145,2010,136
37145,2011,104
37145,2012,102
37145,2013,94
37145,2014,210
37145,2015,128
37145,2016,164
37145,2017,180
37145,2018,210
37145,2019,224
37145,2020,278
37145,2021,260
37145,2022,304
37145,2023,380
37145,2024,190
37147,2004,2853
37147,2006,4530
37147,2007,5026
37147,2008,2349
37147,2009,1124
37147,2010,1325
37147,2011,659
37147,2012,1490
37147,2013,927
37147,2014,1479
37147,2022,1508
37147,2023,2480
37147,2024,1678
37149,2000,242
37149,2001,384
37149,2002,324
37149,2003,394
37149,2004,294
37149,2005,326
37149,2006,357
37149,2007,199
37149,2008,173
37149,2009,102
37149,2010,78
37149,2011,82
37149,2012,86
37149,2013,94
37149,2014,134
37149,2022,454
37149,2023,306
37149,2024,186
37151,2000,1661
37151,2001,1352
37151,2002,1385
37151,2003,1407
37151,2004,1404
37151,2005,1710
37151,2006,1378
37151,2007,1128
37151,2008,718
37151,2009,621
37151,2010,516
37151,2011,480
37151,2012,528
37151,2013,336
37151,2014,365
37151,2015,377
37151,2016,466
37151,2017,568
37151,2018,678
37151,2019,559
37151,2020,686
37151,2021,953
37151,2022,782
37151,2023,844
37151,2024,1170
37153,2022,64
37153,2023,66
37153,2024,73
37155,2022,338
37155,2023,386
37155,2024,237
37157,2004,903
37157,2005,831
37157,2006,832
37157,2007,817
37157,2008,306
37157,2009,240
37157,2010,210
37157,2011,211
37157,2012,288
37157,2013,224
37157,2014,215
37157,2015,374
37157,2016,460
37157,2017,638
37157,2018,425
37157,2019,306
37157,2020,350
37157,2021,396
37157,2022,399
37157,2023,431
37157,2024,348
37159,2000,1528
37159,2001,1496
37159,2002,1632
37159,2003,1322
37159,2004,1532
37159,2005,1740
37159,2006,1259
37159,2007,1220
37159,2008,1086
37159,2009,390
37159,2010,384
37159,2011,212
37159,2012,294
37159,2013,480
37159,2014,576
37159,2022,1672
37159,2023,1184
37159,2024,593
37161,2022,408
37161,2023,488
37161,2024,256
37163,2000,268
37163,2001,314
37163,2002,318
37163,2003,258
37163,2004,352
37163,2005,448
37163,2006,346
37163,2007,272
37163,2008,148
37163,2009,219
37163,2010,172
37163,2011,140
37163,2012,176
37163,2013,146
37163,2014,126
37163,2022,181
37163,2023,169
37163,2024,294
37165,2000,NA
37165,2001,230
37165,2002,192
37165,2003,130
37165,2004,132
37165,2022,106
37165,2023,86
37165,2024,104
37167,2000,NA
37167,2001,NA
37167,2002,NA
37167,2003,416
37167,2004,521
37167,2005,516
37167,2006,459
37167,2007,359
37167,2008,257
37167,2009,153
37167,2010,214
37167,2011,188
37167,2012,252
37167,2013,206
37167,2014,184
37167,2022,373
37167,2023,349
37167,2024,259
37169,2000,308
37169,2001,309
37169,2002,290
37169,2003,351
37169,2004,422
37169,2022,283
37169,2023,253
37169,2024,261
37171,2000,444
37171,2001,NA
37171,2002,452
37171,2003,381
37171,2004,395
37171,2005,363
37171,2006,518
37171,2007,329
37171,2008,315
37171,2009,198
37171,2010,176
37171,2011,166
37171,2012,148
37171,2013,272
37171,2014,146
37171,2022,303
37171,2023,420
37171,2024,336
37173,2000,292
37173,2001,232
37173,2002,270
37173,2003,284
37173,2004,290
37173,2022,232
37173,2023,178
37173,2024,108
37175,2000,476
37175,2001,510
37175,2002,512
37175,2003,492
37175,2004,482
37175,2005,646
37175,2006,456
37175,2007,472
37175,2008,223
37175,2009,138
37175,2010,320
37175,2011,124
37175,2012,146
37175,2013,198
37175,2014,130
37175,2022,138
37175,2023,181
37175,2024,149
37177,2022,4
37177,2023,7
37177,2024,9
37179,2000,4914
37179,2001,4986
37179,2002,5504
37179,2003,5858
37179,2004,6630
37179,2005,7609
37179,2006,7880
37179,2007,5163
37179,2008,1982
37179,2009,1174
37179,2010,1040
37179,2011,1334
37179,2012,2304
37179,2013,3532
37179,2014,2736
37179,2015,2773
37179,2016,3088
37179,2017,3053
37179,2018,3216
37179,2019,3210
37179,2020,3982
37179,2021,5530
37179,2022,4696
37179,2023,5403
37179,2024,3169
37181,2000,276
37181,2001,NA
37181,2002,234
37181,2003,282
37181,2004,236
37181,2006,206
37181,2007,177
37181,2008,128
37181,2009,82
37181,2010,166
37181,2011,72
37181,2012,70
37181,2013,40
37181,2014,25
37181,2015,141
37181,2016,72
37181,2017,112
37181,2018,72
37181,2019,80
37181,2020,174
37181,2021,332
37181,2022,154
37181,2023,91
37181,2024,52
37183,2000,17141
37183,2001,17012
37183,2002,16702
37183,2003,17231
37183,2004,24221
37183,2005,24054
37183,2006,28909
37183,2007,26350
37183,2008,20218
37183,2009,8205
37183,2010,8638
37183,2011,11197
37183,2012,23365
37183,2013,19915
37183,2014,20115
37183,2015,19084
37183,2016,20982
37183,2017,22215
37183,2018,24998
37183,2019,22157
37183,2020,24327
37183,2021,34671
37183,2022,31999
37183,2023,34502
37183,2024,23180
37185,2000,150
37185,2001,NA
37185,2002,NA
37185,2003,118
37185,2004,152
37185,2022,259
37185,2023,248
37185,2024,181
37187,2000,NA
37187,2001,NA
37187,2002,NA
37187,2003,22
37187,2004,19
37187,2022,2
37187,2023,0
37187,2024,4
37189,2022,743
37189,2023,878
37189,2024,415
37191,2000,660
37191,2001,579
37191,2002,619
37191,2003,1099
37191,2004,1057
37191,2022,784
37191,2023,903
37191,2024,805
37193,2022,269
37193,2023,281
37193,2024,181
37195,2000,696
37195,2001,964
37195,2002,768
37195,2003,801
37195,2004,921
37195,2005,870
37195,2006,1054
37195,2007,1100
37195,2008,375
37195,2009,489
37195,2010,358
37195,2011,174
37195,2012,232
37195,2013,206
37195,2014,364
37195,2015,228
37195,2016,408
37195,2017,696
37195,2018,468
37195,2019,362
37195,2020,768
37195,2021,694
37195,2022,1240
37195,2023,746
37195,2024,856
37197,2000,276
37197,2001,242
37197,2002,314
37197,2003,286
37197,2004,252
37197,2022,161
37197,2023,151
37197,2024,97
37199,2022,105
37199,2023,90
37199,2024,70
38001,2022,2
38001,2023,0
38001,2024,0
38003,2022,60
38003,2023,12
38003,2024,6
38005,2022,1
38005,2023,1
38005,2024,2
38007,2022,1
38007,2023,11
38007,2024,5
38009,2022,29
38009,2023,24
38009,2024,5
38011,2022,4
38011,2023,3
38011,2024,2
38013,2022,2
38013,2023,3
38013,2024,3
38015,2022,961
38015,2023,408
38015,2024,356
38017,2022,3961
38017,2023,3388
38017,2024,1732
38019,2022,5
38019,2023,3
38019,2024,2
38021,2022,7
38021,2023,1
38021,2024,2
38023,2022,0
38023,2023,2
38023,2024,0
38025,2022,19
38025,2023,13
38025,2024,21
38027,2022,0
38027,2023,0
38027,2024,0
38029,2022,24
38029,2023,23
38029,2024,18
38031,2022,9
38031,2023,5
38031,2024,2
38033,2004,1
38033,2022,6
38033,2023,2
38033,2024,3
38035,2022,237
38035,2023,211
38035,2024,119
38037,2022,8
38037,2023,4
38037,2024,1
38039,2022,0
38039,2023,0
38039,2024,0
38041,2022,0
38041,2023,0
38041,2024,0
38043,2022,3
38043,2023,0
38043,2024,0
38045,2022,1
38045,2023,2
38045,2024,1
38047,2022,3
38047,2023,1
38047,2024,1
38049,2022,1
38049,2023,6
38049,2024,7
38051,2022,0
38051,2023,0
38051,2024,0
38053,2022,62
38053,2023,26
38053,2024,32
38055,2022,50
38055,2023,63
38055,2024,59
38057,2022,9
38057,2023,0
38057,2024,9
38059,2022,181
38059,2023,170
38059,2024,111
38061,2022,97
38061,2023,21
38061,2024,14
38063,2022,0
38063,2023,0
38063,2024,1
38065,2022,3
38065,2023,4
38065,2024,1
38067,2022,3
38067,2023,0
38067,2024,1
38069,2022,8
38069,2023,5
38069,2024,3
38071,2022,35
38071,2023,14
38071,2024,6
38073,2022,11
38073,2023,2
38073,2024,1
38075,2022,0
38075,2023,0
38075,2024,1
38077,2022,38
38077,2023,33
38077,2024,25
38079,2022,0
38079,2023,0
38079,2024,0
38081,2022,5
38081,2023,5
38081,2024,0
38083,2022,6
38083,2023,0
38083,2024,4
38085,2022,0
38085,2023,0
38085,2024,0
38087,2022,1
38087,2023,0
38087,2024,0
38089,2022,77
38089,2023,109
38089,2024,35
38091,2022,3
38091,2023,4
38091,2024,2
38093,2022,22
38093,2023,17
38093,2024,15
38095,2022,0
38095,2023,0
38095,2024,0
38097,2022,6
38097,2023,4
38097,2024,5
38099,2022,12
38099,2023,8
38099,2024,6
38101,2022,298
38101,2023,159
38101,2024,164
38103,2022,0
38103,2023,5
38103,2024,1
38105,2022,128
38105,2023,122
38105,2024,112
39001,2022,21
39001,2023,28
39001,2024,30
39003,2022,165
39003,2023,123
39003,2024,75
39005,2022,61
39005,2023,91
39005,2024,49
39007,2000,908
39007,2001,818
39007,2002,NA
39007,2003,474
39007,2004,676
39007,2015,88
39007,2016,92
39007,2017,102
39007,2018,116
39007,2019,226
39007,2020,298
39007,2021,220
39007,2022,161
39007,2023,150
39007,2024,103
39009,2022,203
39009,2023,20
39009,2024,6
39011,2022,160
39011,2023,141
39011,2024,91
39013,2022,10
39013,2023,7
39013,2024,4
39015,2000,95
39015,2001,127
39015,2002,91
39015,2003,195
39015,2004,444
39015,2005,401
39015,2006,270
39015,2007,636
39015,2008,150
39015,2009,74
39015,2010,56
39015,2011,54
39015,2012,51
39015,2013,61
39015,2014,59
39015,2015,63
39015,2016,70
39015,2017,111
39015,2018,165
39015,2019,171
39015,2020,213
39015,2021,244
39015,2022,222
39015,2023,271
39015,2024,206
39017,2000,4307
39017,2001,4201
39017,2002,4237
39017,2003,1876
39017,2004,2185
39017,2005,5092
39017,2006,3166
39017,2007,1730
39017,2008,1067
39017,2009,982
39017,2010,813
39017,2011,690
39017,2012,899
39017,2013,1266
39017,2014,1714
39017,2015,2028
39017,2016,2280
39017,2017,1573
39017,2018,1413
39017,2019,1369
39017,2020,1772
39017,2021,1770
39017,2022,1577
39017,2023,1330
39017,2024,1684
39019,2022,3
39019,2023,0
39019,2024,1
39021,2022,50
39021,2023,49
39021,2024,68
39023,2022,366
39023,2023,430
39023,2024,346
39025,2000,3528
39025,2001,3556
39025,2002,2924
39025,2003,2792
39025,2004,2621
39025,2005,2741
39025,2006,1944
39025,2007,1640
39025,2008,922
39025,2009,1012
39025,2010,1048
39025,2011,906
39025,2012,1006
39025,2013,1218
39025,2014,768
39025,2015,838
39025,2016,974
39025,2017,1904
39025,2018,1158
39025,2019,1268
39025,2020,1916
39025,2021,2447
39025,2022,1805
39025,2023,2886
39025,2024,1141
39027,2022,97
39027,2023,101
39027,2024,78
39029,2022,96
39029,2023,81
39029,2024,39
39031,2022,6
39031,2023,6
39031,2024,5
39033,2022,9
39033,2023,7
39033,2024,5
39035,2000,3486
39035,2001,3274
39035,2002,3374
39035,2003,3325
39035,2004,3460
39035,2005,3029
39035,2006,2131
39035,2007,1481
39035,2008,1091
39035,2009,743
39035,2010,821
39035,2011,691
39035,2012,998
39035,2013,1649
39035,2014,1153
39035,2022,1432
39035,2023,1012
39035,2024,1165
39037,2022,92
39037,2023,82
39037,2024,43
39039,2022,51
39039,2023,39
39039,2024,34
39041,2000,2827
39041,2001,3551
39041,2002,3945
39041,2003,4133
39041,2004,3845
39041,2005,4065
39041,2006,2529
39041,2007,2159
39041,2008,1378
39041,2009,1060
39041,2010,1151
39041,2011,1267
39041,2012,1729
39041,2013,2106
39041,2014,1777
39041,2015,1897
39041,2016,3001
39041,2017,2478
39041,2018,3296
39041,2019,3631
39041,2020,3539
39041,2021,4402
39041,2022,3425
39041,2023,3221
39041,2024,2875
39043,2022,294
39043,2023,238
39043,2024,132
39045,2000,1410
39045,2001,1337
39045,2002,1462
39045,2003,2193
39045,2004,2262
39045,2005,1869
39045,2006,1075
39045,2007,685
39045,2008,365
39045,2009,329
39045,2010,365
39045,2011,355
39045,2012,994
39045,2013,674
39045,2014,629
39045,2022,1096
39045,2023,643
39045,2024,456
39047,2022,61
39047,2023,128
39047,2024,85
39049,2000,12457
39049,2001,12141
39049,2002,11528
39049,2003,13520
39049,2004,13461
39049,2005,14354
39049,2006,8645
39049,2007,7125
39049,2008,5151
39049,2009,5191
39049,2010,6631
39049,2011,7043
39049,2012,9059
39049,2013,13044
39049,2014,10372
39049,2015,10662
39049,2016,10350
39049,2017,11980
39049,2018,8476
39049,2019,8441
39049,2020,15957
39049,2021,13591
39049,2022,15103
39049,2023,15289
39049,2024,11906
39051,2022,50
39051,2023,89
39051,2024,37
39053,2022,7
39053,2023,17
39053,2024,8
39055,2000,1038
39055,2001,966
39055,2002,898
39055,2003,788
39055,2004,868
39055,2005,730
39055,2006,516
39055,2007,394
39055,2008,260
39055,2009,126
39055,2010,180
39055,2011,204
39055,2012,232
39055,2013,274
39055,2014,308
39055,2015,264
39055,2016,296
39055,2017,506
39055,2018,294
39055,2019,312
39055,2020,276
39055,2021,382
39055,2022,296
39055,2023,313
39055,2024,319
39057,2022,1082
39057,2023,813
39057,2024,702
39059,2022,54
39059,2023,42
39059,2024,60
39061,2000,3796
39061,2001,3509
39061,2002,4420
39061,2003,4693
39061,2004,2965
39061,2005,2631
39061,2006,3326
39061,2007,2021
39061,2008,815
39061,2009,560
39061,2010,625
39061,2011,985
39061,2012,844
39061,2013,1482
39061,2014,2161
39061,2022,2966
39061,2023,2152
39061,2024,881
39063,2022,197
39063,2023,203
39063,2024,101
39065,2022,28
39065,2023,30
39065,2024,18
39067,2022,0
39067,2023,0
39067,2024,1
39069,2022,21
39069,2023,22
39069,2024,13
39071,2022,68
39071,2023,25
39071,2024,16
39073,2022,6
39073,2023,12
39073,2024,12
39075,2022,4
39075,2023,3
39075,2024,4
39077,2022,157
39077,2023,108
39077,2024,35
39079,2022,58
39079,2023,49
39079,2024,32
39081,2022,6
39081,2023,0
39081,2024,2
39083,2022,330
39083,2023,780
39083,2024,155
39085,2000,1194
39085,2001,1387
39085,2002,1243
39085,2003,1433
39085,2004,1676
39085,2005,1734
39085,2006,1212
39085,2007,885
39085,2008,569
39085,2009,458
39085,2010,441
39085,2011,358
39085,2012,570
39085,2013,645
39085,2014,833
39085,2015,907
39085,2016,732
39085,2017,950
39085,2018,803
39085,2019,851
39085,2020,1331
39085,2021,1511
39085,2022,1037
39085,2023,776
39085,2024,388
39087,2022,18
39087,2023,34
39087,2024,10
39089,2000,2095
39089,2001,2499
39089,2002,3184
39089,2003,745
39089,2004,2322
39089,2005,2176
39089,2006,1400
39089,2007,863
39089,2008,582
39089,2009,441
39089,2010,678
39089,2011,460
39089,2012,405
39089,2013,366
39089,2014,340
39089,2015,432
39089,2016,360
39089,2017,340
39089,2018,346
39089,2019,457
39089,2020,578
39089,2021,722
39089,2022,423
39089,2023,271
39089,2024,149
39091,2022,141
39091,2023,85
39091,2024,88
39093,2000,3002
39093,2001,2832
39093,2002,3520
39093,2003,3949
39093,2004,3508
39093,2005,3398
39093,2006,2617
39093,2007,1817
39093,2008,1373
39093,2009,1128
39093,2010,1157
39093,2011,918
39093,2012,1244
39093,2013,1244
39093,2014,1246
39093,2015,1493
39093,2016,1384
39093,2017,1539
39093,2018,1731
39093,2019,1825
39093,2020,2142
39093,2021,2031
39093,2022,1963
39093,2023,1774
39093,2024,1259
39095,2022,1332
39095,2023,1199
39095,2024,602
39097,2000,369
39097,2001,336
39097,2002,405
39097,2003,428
39097,2004,233
39097,2005,302
39097,2006,207
39097,2007,144
39097,2008,76
39097,2009,65
39097,2010,60
39097,2011,50
39097,2012,74
39097,2013,107
39097,2014,78
39097,2015,60
39097,2016,55
39097,2017,102
39097,2018,195
39097,2019,208
39097,2020,244
39097,2021,145
39097,2022,226
39097,2023,332
39097,2024,425
39099,2022,312
39099,2023,254
39099,2024,190
39101,2022,62
39101,2023,54
39101,2024,50
39103,2000,3292
39103,2001,2983
39103,2002,2969
39103,2003,2720
39103,2004,3128
39103,2005,2339
39103,2006,2337
39103,2007,2062
39103,2008,1150
39103,2009,1326
39103,2010,843
39103,2011,750
39103,2012,908
39103,2013,1058
39103,2014,1272
39103,2015,1348
39103,2016,1377
39103,2017,1360
39103,2018,1251
39103,2019,1005
39103,2020,1014
39103,2021,920
39103,2022,1346
39103,2023,1314
39103,2024,629
39105,2022,6
39105,2023,10
39105,2024,3
39107,2022,119
39107,2023,80
39107,2024,83
39109,2004,752
39109,2022,791
39109,2023,375
39109,2024,429
39111,2022,3
39111,2023,0
39111,2024,0
39113,2022,1879
39113,2023,1495
39113,2024,746
39115,2022,69
39115,2023,66
39115,2024,56
39117,2004,40
39117,2005,322
39117,2006,338
39117,2007,263
39117,2008,75
39117,2009,46
39117,2010,37
39117,2011,36
39117,2012,47
39117,2013,59
39117,2014,43
39117,2015,47
39117,2016,57
39117,2017,98
39117,2018,104
39117,2019,161
39117,2020,175
39117,2021,274
39117,2022,212
39117,2023,124
