State,Year,Quarter,HPI
MN,1997,1,181.62
MN,1997,2,183.52
MN,1997,3,186.91
MN,1997,4,189.54
MN,1998,1,192.70
MN,1998,2,194.09
MN,1998,3,198.09
MN,1998,4,200.40
MN,1999,1,203.69
MN,1999,2,209.78
MN,1999,3,216.42
MN,1999,4,219.25
MN,2000,1,225.50
MN,2000,2,232.19
MN,2000,3,237.98
MN,2000,4,242.58
MN,2001,1,249.00
MN,2001,2,255.71
MN,2001,3,263.44
MN,2001,4,266.93
MN,2002,1,272.49
MN,2002,2,279.78
MN,2002,3,285.83
MN,2002,4,290.23
MN,2003,1,294.24
MN,2003,2,297.65
MN,2003,3,304.60
MN,2003,4,315.60
MN,2004,1,319.38
MN,2004,2,325.66
MN,2004,3,336.61
MN,2004,4,341.54
MN,2005,1,348.20
MN,2005,2,355.28
MN,2005,3,361.80
MN,2005,4,365.79
MN,2006,1,367.66
MN,2006,2,365.69
MN,2006,3,365.97
MN,2006,4,369.89
MN,2007,1,371.89
MN,2007,2,367.86
MN,2007,3,360.22
MN,2007,4,358.81
MN,2008,1,360.37
MN,2008,2,349.29
MN,2008,3,338.78
MN,2008,4,337.77
MN,2009,1,343.73
MN,2009,2,333.76
MN,2009,3,320.31
MN,2009,4,316.03
MN,2010,1,311.26
MN,2010,2,308.41
MN,2010,3,315.38
MN,2010,4,311.24
MN,2011,1,298.33
MN,2011,2,291.51
MN,2011,3,295.26
MN,2011,4,298.20
MN,2012,1,292.73
MN,2012,2,290.76
MN,2012,3,295.43
MN,2012,4,298.70
MN,2013,1,299.85
MN,2013,2,305.42
MN,2013,3,311.80
MN,2013,4,312.12
MN,2014,1,314.00
MN,2014,2,321.93
MN,2014,3,325.08
MN,2014,4,326.16
MN,2015,1,327.08
MN,2015,2,333.99
MN,2015,3,338.97
MN,2015,4,339.77
MN,2016,1,341.77
MN,2016,2,349.49
MN,2016,3,354.88
MN,2016,4,356.73
MN,2017,1,360.28
MN,2017,2,370.73
MN,2017,3,375.88
MN,2017,4,377.16
MN,2018,1,382.64
MN,2018,2,391.37
MN,2018,3,396.03
MN,2018,4,395.34
MN,2019,1,400.08
MN,2019,2,407.63
MN,2019,3,412.25
MN,2019,4,414.59
MN,2020,1,418.59
MN,2020,2,421.95
MN,2020,3,430.76
MN,2020,4,438.59
MN,2021,1,445.39
MN,2021,2,469.13
MN,2021,3,491.67
MN,2021,4,500.12
MN,2022,1,511.40
MN,2022,2,544.13
MN,2022,3,543.01
MN,2022,4,534.31
MN,2023,1,537.43
MN,2023,2,561.11
MN,2023,3,563.87
MN,2023,4,555.18
MN,2024,1,565.23
MN,2024,2,581.22
MO,1975,1,65.47
MO,1975,2,73.76
MO,1975,3,65.72
MO,1975,4,65.14
MO,1976,1,67.20
MO,1976,2,77.56
MO,1976,3,69.49
MO,1976,4,69.40
MO,1977,1,71.48
MO,1977,2,81.40
MO,1977,3,77.51
MO,1977,4,80.27
MO,1978,1,82.61
MO,1978,2,92.78
MO,1978,3,90.14
MO,1978,4,91.03
MO,1979,1,96.08
MO,1979,2,102.63
MO,1979,3,98.55
MO,1979,4,100.52
MO,1980,1,100.00
MO,1980,2,111.07
MO,1980,3,104.92
MO,1980,4,105.53
MO,1981,1,103.29
MO,1981,2,104.02
MO,1981,3,103.05
MO,1981,4,102.28
MO,1982,1,103.18
MO,1982,2,101.77
MO,1982,3,103.67
MO,1982,4,104.04
MO,1983,1,105.50
MO,1983,2,108.19
MO,1983,3,111.57
MO,1983,4,112.57
MO,1984,1,113.13
MO,1984,2,115.29
MO,1984,3,118.89
MO,1984,4,119.02
MO,1985,1,120.23
MO,1985,2,123.45
MO,1985,3,125.47
MO,1985,4,126.34
MO,1986,1,127.41
MO,1986,2,129.36
MO,1986,3,131.92
MO,1986,4,134.05
MO,1987,1,135.83
MO,1987,2,138.84
MO,1987,3,140.35
MO,1987,4,140.85
MO,1988,1,140.78
MO,1988,2,142.90
MO,1988,3,143.75
MO,1988,4,143.60
MO,1989,1,143.61
MO,1989,2,145.25
MO,1989,3,146.10
MO,1989,4,146.75
MO,1990,1,146.85
MO,1990,2,146.68
MO,1990,3,146.89
MO,1990,4,145.67
MO,1991,1,147.33
MO,1991,2,148.12
MO,1991,3,148.52
MO,1991,4,150.14
MO,1992,1,150.96
MO,1992,2,151.32
MO,1992,3,152.41
MO,1992,4,153.35
MO,1993,1,153.49
MO,1993,2,154.43
MO,1993,3,155.54
MO,1993,4,156.87
MO,1994,1,158.54
MO,1994,2,161.47
MO,1994,3,163.99
MO,1994,4,164.29
MO,1995,1,166.43
MO,1995,2,168.30
MO,1995,3,170.63
MO,1995,4,172.12
MO,1996,1,173.65
MO,1996,2,176.05
MO,1996,3,177.27
MO,1996,4,179.35
MO,1997,1,180.97
MO,1997,2,182.64
MO,1997,3,184.90
MO,1997,4,186.73
MO,1998,1,188.44
MO,1998,2,190.28
MO,1998,3,192.49
MO,1998,4,194.17
MO,1999,1,196.63
MO,1999,2,199.71
MO,1999,3,202.00
MO,1999,4,203.97
MO,2000,1,207.88
MO,2000,2,210.40
MO,2000,3,213.83
MO,2000,4,216.44
MO,2001,1,220.07
MO,2001,2,223.39
MO,2001,3,226.66
MO,2001,4,228.90
MO,2002,1,232.63
MO,2002,2,235.70
MO,2002,3,238.64
MO,2002,4,241.53
MO,2003,1,243.63
MO,2003,2,245.35
MO,2003,3,248.39
MO,2003,4,254.06
MO,2004,1,257.08
MO,2004,2,260.40
MO,2004,3,266.40
MO,2004,4,270.02
MO,2005,1,274.61
MO,2005,2,278.64
MO,2005,3,283.61
MO,2005,4,286.80
MO,2006,1,289.50
MO,2006,2,289.91
MO,2006,3,292.66
MO,2006,4,296.12
MO,2007,1,297.50
MO,2007,2,297.89
MO,2007,3,296.24
MO,2007,4,297.50
MO,2008,1,297.85
MO,2008,2,293.82
MO,2008,3,288.99
MO,2008,4,289.63
MO,2009,1,291.99
MO,2009,2,287.29
MO,2009,3,280.57
MO,2009,4,279.32
MO,2010,1,277.13
MO,2010,2,275.31
MO,2010,3,278.25
MO,2010,4,276.43
MO,2011,1,269.45
MO,2011,2,265.30
MO,2011,3,268.96
MO,2011,4,270.27
MO,2012,1,267.90
MO,2012,2,265.39
MO,2012,3,268.28
MO,2012,4,268.59
MO,2013,1,267.43
MO,2013,2,268.37
MO,2013,3,268.55
MO,2013,4,268.03
MO,2014,1,268.56
MO,2014,2,273.29
MO,2014,3,275.55
MO,2014,4,277.94
MO,2015,1,280.21
MO,2015,2,282.48
MO,2015,3,285.16
MO,2015,4,288.26
MO,2016,1,290.65
MO,2016,2,294.35
MO,2016,3,299.16
MO,2016,4,300.38
MO,2017,1,301.83
MO,2017,2,307.95
MO,2017,3,311.67
MO,2017,4,314.11
MO,2018,1,318.68
MO,2018,2,323.66
MO,2018,3,326.91
MO,2018,4,329.75
MO,2019,1,332.60
MO,2019,2,338.81
MO,2019,3,342.71
MO,2019,4,347.27
MO,2020,1,351.20
MO,2020,2,353.76
MO,2020,3,360.48
MO,2020,4,367.62
MO,2021,1,374.96
MO,2021,2,397.98
MO,2021,3,415.41
MO,2021,4,427.63
MO,2022,1,442.41
MO,2022,2,471.37
MO,2022,3,476.96
MO,2022,4,476.69
MO,2023,1,483.74
MO,2023,2,503.98
MO,2023,3,511.38
MO,2023,4,512.86
MO,2024,1,517.21
MO,2024,2,534.89
MS,1975,1,75.10
MS,1975,2,72.12
MS,1975,3,72.36
MS,1975,4,73.10
MS,1976,1,73.66
MS,1976,2,74.72
MS,1976,3,71.90
MS,1976,4,83.17
MS,1977,1,75.40
MS,1977,2,77.18
MS,1977,3,78.06
MS,1977,4,86.01
MS,1978,1,86.35
MS,1978,2,88.04
MS,1978,3,92.68
MS,1978,4,90.38
MS,1979,1,98.48
MS,1979,2,101.77
MS,1979,3,106.46
MS,1979,4,93.39
MS,1980,1,100.00
MS,1980,2,96.82
MS,1980,3,104.07
MS,1980,4,103.98
MS,1981,1,94.58
MS,1981,2,114.86
MS,1981,3,107.46
MS,1981,4,93.27
MS,1982,1,102.97
MS,1982,2,104.52
MS,1982,3,108.45
MS,1982,4,108.03
MS,1983,1,112.36
MS,1983,2,113.01
MS,1983,3,110.47
MS,1983,4,115.45
MS,1984,1,118.43
MS,1984,2,115.11
MS,1984,3,112.92
MS,1984,4,114.35
MS,1985,1,119.94
MS,1985,2,122.04
MS,1985,3,122.79
MS,1985,4,122.49
MS,1986,1,123.85
MS,1986,2,125.88
MS,1986,3,124.04
MS,1986,4,124.67
MS,1987,1,126.13
MS,1987,2,126.05
MS,1987,3,124.34
MS,1987,4,123.52
MS,1988,1,122.24
MS,1988,2,124.11
MS,1988,3,122.03
MS,1988,4,124.00
MS,1989,1,119.56
MS,1989,2,123.66
MS,1989,3,125.90
MS,1989,4,124.73
MS,1990,1,126.35
MS,1990,2,124.54
MS,1990,3,125.83
MS,1990,4,124.62
MS,1991,1,127.28
MS,1991,2,126.08
MS,1991,3,126.43
MS,1991,4,129.71
MS,1992,1,131.46
MS,1992,2,131.60
MS,1992,3,132.57
MS,1992,4,133.02
MS,1993,1,133.56
MS,1993,2,135.70
MS,1993,3,137.47
MS,1993,4,138.42
MS,1994,1,140.68
MS,1994,2,142.75
MS,1994,3,144.14
MS,1994,4,146.56
MS,1995,1,146.60
MS,1995,2,149.66
MS,1995,3,152.09
MS,1995,4,153.78
MS,1996,1,154.70
MS,1996,2,155.45
MS,1996,3,158.42
MS,1996,4,159.46
MS,1997,1,160.00
MS,1997,2,161.10
MS,1997,3,163.54
MS,1997,4,165.94
MS,1998,1,167.95
MS,1998,2,170.61
MS,1998,3,172.17
MS,1998,4,173.88
MS,1999,1,176.18
MS,1999,2,178.60
MS,1999,3,179.28
MS,1999,4,179.19
MS,2000,1,181.13
MS,2000,2,182.38
MS,2000,3,185.16
MS,2000,4,186.47
MS,2001,1,191.21
MS,2001,2,192.42
MS,2001,3,194.28
MS,2001,4,195.96
MS,2002,1,196.57
MS,2002,2,195.94
MS,2002,3,199.57
MS,2002,4,201.56
MS,2003,1,202.81
MS,2003,2,204.45
MS,2003,3,205.50
MS,2003,4,207.01
MS,2004,1,209.02
MS,2004,2,211.36
MS,2004,3,214.12
MS,2004,4,217.11
MS,2005,1,218.36
MS,2005,2,222.75
MS,2005,3,227.29
MS,2005,4,232.44
MS,2006,1,236.29
MS,2006,2,243.22
MS,2006,3,247.91
MS,2006,4,252.40
MS,2007,1,256.26
MS,2007,2,256.32
MS,2007,3,256.41
MS,2007,4,259.69
MS,2008,1,260.05
MS,2008,2,257.96
MS,2008,3,253.31
MS,2008,4,255.83
MS,2009,1,256.64
MS,2009,2,254.16
MS,2009,3,249.26
MS,2009,4,247.86
MS,2010,1,245.07
MS,2010,2,241.98
MS,2010,3,244.82
MS,2010,4,243.01
MS,2011,1,237.77
MS,2011,2,237.86
MS,2011,3,240.14
MS,2011,4,241.49
MS,2012,1,238.87
MS,2012,2,237.62
MS,2012,3,239.92
MS,2012,4,238.44
MS,2013,1,238.75
MS,2013,2,238.18
MS,2013,3,238.80
MS,2013,4,237.23
MS,2014,1,239.46
MS,2014,2,239.61
MS,2014,3,242.22
MS,2014,4,245.07
MS,2015,1,246.81
MS,2015,2,247.14
MS,2015,3,249.89
MS,2015,4,251.53
MS,2016,1,252.35
MS,2016,2,253.96
MS,2016,3,255.00
MS,2016,4,259.47
MS,2017,1,259.30
MS,2017,2,259.46
MS,2017,3,262.33
MS,2017,4,263.43
MS,2018,1,265.93
MS,2018,2,265.86
MS,2018,3,267.20
MS,2018,4,269.32
MS,2019,1,272.69
MS,2019,2,276.00
MS,2019,3,279.29
MS,2019,4,280.52
MS,2020,1,284.61
MS,2020,2,284.95
MS,2020,3,289.39
MS,2020,4,294.43
MS,2021,1,298.63
MS,2021,2,309.39
MS,2021,3,326.38
MS,2021,4,335.92
MS,2022,1,345.39
MS,2022,2,360.19
MS,2022,3,374.26
MS,2022,4,376.12
MS,2023,1,375.92
MS,2023,2,381.50
MS,2023,3,383.79
MS,2023,4,394.60
MS,2024,1,391.81
MS,2024,2,405.47
MT,1975,1,56.56
MT,1975,2,56.60
MT,1975,3,58.86
MT,1975,4,56.55
MT,1976,1,59.08
MT,1976,2,64.68
MT,1976,3,63.90
MT,1976,4,64.67
MT,1977,1,65.59
MT,1977,2,71.00
MT,1977,3,76.18
MT,1977,4,79.18
MT,1978,1,89.67
MT,1978,2,88.80
MT,1978,3,89.56
MT,1978,4,92.06
MT,1979,1,93.92
MT,1979,2,100.23
MT,1979,3,96.11
MT,1979,4,103.15
MT,1980,1,100.00
MT,1980,2,94.29
MT,1980,3,107.66
MT,1980,4,101.33
MT,1981,1,94.76
MT,1981,2,101.15
MT,1981,3,113.33
MT,1981,4,99.38
MT,1982,1,104.30
MT,1982,2,112.77
MT,1982,3,99.88
MT,1982,4,112.30
MT,1983,1,98.12
MT,1983,2,104.07
MT,1983,3,109.47
MT,1983,4,113.60
MT,1984,1,122.28
MT,1984,2,119.70
MT,1984,3,114.92
MT,1984,4,111.35
MT,1985,1,114.97
MT,1985,2,109.27
MT,1985,3,115.13
MT,1985,4,117.52
MT,1986,1,116.58
MT,1986,2,113.58
MT,1986,3,114.41
MT,1986,4,114.87
MT,1987,1,109.55
MT,1987,2,111.97
MT,1987,3,109.98
MT,1987,4,104.35
MT,1988,1,108.88
MT,1988,2,109.72
MT,1988,3,112.92
MT,1988,4,112.40
MT,1989,1,110.38
MT,1989,2,111.35
MT,1989,3,113.98
MT,1989,4,115.41
MT,1990,1,113.88
MT,1990,2,115.78
MT,1990,3,120.54
MT,1990,4,121.04
MT,1991,1,119.08
MT,1991,2,123.07
MT,1991,3,125.00
MT,1991,4,129.62
MT,1992,1,131.55
MT,1992,2,133.70
MT,1992,3,137.42
MT,1992,4,141.83
MT,1993,1,144.41
MT,1993,2,148.42
MT,1993,3,150.93
MT,1993,4,156.07
MT,1994,1,158.40
MT,1994,2,165.09
MT,1994,3,169.12
MT,1994,4,170.31
MT,1995,1,171.96
MT,1995,2,175.88
MT,1995,3,179.61
MT,1995,4,180.59
MT,1996,1,183.24
MT,1996,2,185.28
MT,1996,3,187.48
MT,1996,4,188.32
MT,1997,1,188.94
MT,1997,2,189.63
MT,1997,3,192.11
MT,1997,4,195.54
MT,1998,1,196.98
MT,1998,2,196.67
MT,1998,3,198.47
MT,1998,4,200.56
MT,1999,1,200.46
MT,1999,2,202.61
MT,1999,3,205.02
MT,1999,4,204.65
MT,2000,1,207.32
MT,2000,2,208.88
MT,2000,3,212.08
MT,2000,4,215.10
MT,2001,1,219.38
MT,2001,2,221.95
MT,2001,3,224.03
MT,2001,4,225.61
MT,2002,1,230.58
MT,2002,2,232.62
MT,2002,3,237.07
MT,2002,4,239.33
MT,2003,1,241.87
MT,2003,2,246.80
MT,2003,3,252.31
MT,2003,4,258.91
MT,2004,1,263.36
MT,2004,2,269.88
MT,2004,3,279.34
MT,2004,4,285.79
MT,2005,1,292.92
MT,2005,2,304.61
MT,2005,3,313.67
MT,2005,4,324.05
MT,2006,1,330.57
MT,2006,2,340.88
MT,2006,3,349.31
MT,2006,4,356.03
MT,2007,1,362.78
MT,2007,2,367.73
MT,2007,3,371.35
MT,2007,4,373.80
MT,2008,1,377.61
MT,2008,2,375.38
MT,2008,3,369.41
MT,2008,4,373.04
MT,2009,1,374.69
MT,2009,2,369.82
MT,2009,3,361.11
MT,2009,4,358.68
MT,2010,1,351.83
MT,2010,2,348.09
MT,2010,3,352.79
MT,2010,4,351.47
MT,2011,1,340.75
MT,2011,2,339.68
MT,2011,3,340.94
MT,2011,4,342.65
MT,2012,1,344.39
MT,2012,2,343.86
MT,2012,3,346.95
MT,2012,4,351.70
MT,2013,1,354.89
MT,2013,2,357.44
MT,2013,3,362.32
MT,2013,4,363.22
MT,2014,1,367.22
MT,2014,2,369.58
MT,2014,3,377.76
MT,2014,4,379.96
MT,2015,1,382.36
MT,2015,2,388.30
MT,2015,3,391.44
MT,2015,4,395.53
MT,2016,1,399.06
MT,2016,2,401.16
MT,2016,3,407.39
MT,2016,4,409.62
MT,2017,1,417.07
MT,2017,2,420.91
MT,2017,3,429.24
MT,2017,4,431.02
MT,2018,1,438.23
MT,2018,2,447.06
MT,2018,3,452.05
MT,2018,4,457.31
MT,2019,1,459.87
MT,2019,2,469.21
MT,2019,3,475.81
MT,2019,4,482.14
MT,2020,1,488.86
MT,2020,2,489.78
MT,2020,3,503.58
MT,2020,4,520.12
MT,2021,1,537.06
MT,2021,2,580.08
MT,2021,3,622.32
MT,2021,4,651.07
MT,2022,1,678.05
MT,2022,2,729.07
MT,2022,3,742.09
MT,2022,4,745.80
MT,2023,1,744.60
MT,2023,2,776.14
MT,2023,3,776.32
MT,2023,4,780.62
MT,2024,1,784.48
MT,2024,2,814.36
NC,1975,1,66.03
NC,1975,2,67.19
NC,1975,3,69.10
NC,1975,4,70.61
NC,1976,1,68.72
NC,1976,2,69.94
NC,1976,3,70.76
NC,1976,4,70.80
NC,1977,1,75.07
NC,1977,2,74.14
NC,1977,3,76.82
NC,1977,4,81.29
NC,1978,1,83.01
NC,1978,2,83.17
NC,1978,3,86.85
NC,1978,4,87.26
NC,1979,1,90.10
NC,1979,2,91.74
NC,1979,3,96.22
NC,1979,4,96.28
NC,1980,1,100.00
NC,1980,2,98.84
NC,1980,3,101.26
NC,1980,4,102.56
NC,1981,1,106.21
NC,1981,2,106.09
NC,1981,3,106.02
NC,1981,4,104.55
NC,1982,1,106.68
NC,1982,2,109.66
NC,1982,3,107.50
NC,1982,4,112.15
NC,1983,1,112.98
NC,1983,2,111.42
NC,1983,3,114.19
NC,1983,4,115.60
NC,1984,1,118.26
NC,1984,2,122.44
NC,1984,3,121.78
NC,1984,4,125.09
NC,1985,1,127.92
NC,1985,2,130.34
NC,1985,3,133.18
NC,1985,4,134.99
NC,1986,1,136.12
NC,1986,2,138.81
NC,1986,3,141.26
NC,1986,4,143.01
NC,1987,1,145.75
NC,1987,2,147.31
NC,1987,3,149.80
NC,1987,4,150.76
NC,1988,1,151.91
NC,1988,2,154.28
NC,1988,3,155.84
NC,1988,4,156.45
NC,1989,1,156.95
NC,1989,2,157.77
NC,1989,3,160.56
NC,1989,4,161.05
NC,1990,1,161.31
NC,1990,2,161.76
NC,1990,3,163.24
NC,1990,4,163.13
NC,1991,1,164.10
NC,1991,2,165.29
NC,1991,3,165.67
NC,1991,4,167.97
NC,1992,1,169.08
NC,1992,2,169.41
NC,1992,3,171.48
NC,1992,4,172.26
NC,1993,1,172.70
NC,1993,2,174.20
NC,1993,3,176.03
NC,1993,4,177.46
NC,1994,1,179.09
NC,1994,2,181.92
NC,1994,3,184.35
NC,1994,4,186.54
NC,1995,1,188.01
NC,1995,2,190.74
NC,1995,3,193.92
NC,1995,4,195.77
NC,1996,1,198.11
NC,1996,2,199.85
NC,1996,3,202.27
NC,1996,4,203.86
NC,1997,1,206.40
NC,1997,2,209.01
NC,1997,3,211.85
NC,1997,4,214.87
NC,1998,1,217.65
NC,1998,2,219.14
NC,1998,3,222.40
NC,1998,4,224.50
NC,1999,1,226.43
NC,1999,2,228.80
NC,1999,3,230.14
NC,1999,4,231.22
NC,2000,1,233.26
NC,2000,2,236.22
NC,2000,3,239.23
NC,2000,4,241.83
NC,2001,1,247.12
NC,2001,2,249.29
NC,2001,3,251.29
NC,2001,4,253.58
NC,2002,1,255.13
NC,2002,2,256.21
NC,2002,3,259.76
NC,2002,4,261.51
NC,2003,1,263.67
NC,2003,2,265.40
NC,2003,3,266.74
NC,2003,4,269.14
NC,2004,1,272.19
NC,2004,2,274.71
NC,2004,3,277.56
NC,2004,4,282.33
NC,2005,1,286.85
NC,2005,2,290.64
NC,2005,3,297.20
NC,2005,4,303.49
NC,2006,1,308.43
NC,2006,2,312.62
NC,2006,3,317.93
NC,2006,4,323.74
NC,2007,1,328.84
NC,2007,2,331.96
NC,2007,3,333.28
NC,2007,4,335.84
NC,2008,1,338.70
NC,2008,2,338.03
NC,2008,3,334.04
NC,2008,4,333.84
NC,2009,1,337.67
NC,2009,2,331.94
NC,2009,3,324.20
NC,2009,4,320.39
NC,2010,1,315.11
NC,2010,2,312.51
NC,2010,3,314.57
NC,2010,4,312.86
NC,2011,1,305.83
NC,2011,2,299.69
NC,2011,3,301.11
NC,2011,4,302.28
NC,2012,1,298.05
NC,2012,2,294.45
NC,2012,3,297.48
NC,2012,4,298.74
NC,2013,1,298.14
NC,2013,2,299.62
NC,2013,3,300.27
NC,2013,4,299.46
NC,2014,1,301.06
NC,2014,2,305.12
NC,2014,3,308.11
NC,2014,4,309.27
NC,2015,1,314.24
NC,2015,2,317.88
NC,2015,3,320.41
NC,2015,4,323.21
NC,2016,1,327.14
NC,2016,2,332.08
NC,2016,3,338.70
NC,2016,4,340.27
NC,2017,1,341.64
NC,2017,2,351.81
NC,2017,3,356.67
NC,2017,4,358.39
NC,2018,1,364.84
NC,2018,2,373.12
NC,2018,3,377.99
NC,2018,4,380.58
NC,2019,1,386.57
NC,2019,2,393.44
NC,2019,3,398.03
NC,2019,4,403.08
NC,2020,1,409.11
NC,2020,2,412.61
NC,2020,3,420.45
NC,2020,4,430.78
NC,2021,1,441.64
NC,2021,2,467.84
NC,2021,3,499.18
NC,2021,4,521.82
NC,2022,1,547.35
NC,2022,2,592.25
NC,2022,3,610.84
NC,2022,4,609.39
NC,2023,1,616.93
NC,2023,2,636.08
NC,2023,3,649.95
NC,2023,4,650.42
NC,2024,1,659.51
NC,2024,2,673.82
ND,1975,1,67.54
ND,1975,2,59.64
ND,1975,3,65.89
ND,1975,4,62.90
ND,1976,1,74.68
ND,1976,2,72.33
ND,1976,3,71.07
ND,1976,4,72.98
ND,1977,1,81.71
ND,1977,2,84.99
ND,1977,3,79.55
ND,1977,4,77.72
ND,1978,1,87.81
ND,1978,2,83.38
ND,1978,3,89.60
ND,1978,4,85.40
ND,1979,1,99.53
ND,1979,2,98.75
ND,1979,3,97.34
ND,1979,4,99.38
ND,1980,1,100.00
ND,1980,2,106.10
ND,1980,3,99.28
ND,1980,4,95.42
ND,1981,1,104.97
ND,1981,2,97.97
ND,1981,3,116.27
ND,1981,4,109.90
ND,1982,1,99.09
ND,1982,2,83.39
ND,1982,3,73.00
ND,1982,4,99.55
ND,1983,1,99.24
ND,1983,2,106.56
ND,1983,3,89.21
ND,1983,4,106.93
ND,1984,1,118.10
ND,1984,2,112.54
ND,1984,3,114.63
ND,1984,4,109.24
ND,1985,1,109.24
ND,1985,2,109.94
ND,1985,3,113.66
ND,1985,4,108.55
ND,1986,1,112.67
ND,1986,2,111.87
ND,1986,3,111.34
ND,1986,4,109.29
ND,1987,1,112.83
ND,1987,2,110.34
ND,1987,3,110.44
ND,1987,4,110.08
ND,1988,1,107.28
ND,1988,2,109.01
ND,1988,3,109.59
ND,1988,4,104.90
ND,1989,1,108.69
ND,1989,2,107.91
ND,1989,3,110.40
ND,1989,4,111.34
ND,1990,1,110.84
ND,1990,2,110.55
ND,1990,3,112.05
ND,1990,4,110.79
ND,1991,1,112.83
ND,1991,2,113.96
ND,1991,3,114.27
ND,1991,4,115.32
ND,1992,1,117.63
ND,1992,2,117.84
ND,1992,3,119.17
ND,1992,4,120.25
ND,1993,1,120.90
ND,1993,2,123.81
ND,1993,3,126.12
ND,1993,4,126.89
ND,1994,1,128.47
ND,1994,2,132.16
ND,1994,3,133.80
ND,1994,4,134.11
ND,1995,1,136.60
ND,1995,2,137.84
ND,1995,3,139.53
ND,1995,4,140.49
ND,1996,1,143.83
ND,1996,2,142.51
ND,1996,3,144.79
ND,1996,4,144.78
ND,1997,1,145.42
ND,1997,2,145.82
ND,1997,3,148.26
ND,1997,4,150.39
ND,1998,1,152.88
ND,1998,2,154.12
ND,1998,3,156.11
ND,1998,4,156.84
ND,1999,1,157.10
ND,1999,2,157.70
ND,1999,3,158.07
ND,1999,4,156.85
ND,2000,1,158.47
ND,2000,2,159.65
ND,2000,3,161.36
ND,2000,4,162.59
ND,2001,1,166.75
ND,2001,2,167.89
ND,2001,3,169.20
ND,2001,4,170.53
ND,2002,1,172.57
ND,2002,2,174.08
ND,2002,3,177.95
ND,2002,4,179.84
ND,2003,1,181.04
ND,2003,2,183.85
ND,2003,3,186.41
ND,2003,4,189.91
ND,2004,1,191.98
ND,2004,2,195.01
ND,2004,3,201.15
ND,2004,4,205.12
ND,2005,1,206.35
ND,2005,2,212.78
ND,2005,3,217.75
ND,2005,4,220.48
ND,2006,1,221.34
ND,2006,2,227.95
ND,2006,3,230.66
ND,2006,4,231.23
ND,2007,1,236.11
ND,2007,2,238.63
ND,2007,3,240.28
ND,2007,4,240.99
ND,2008,1,245.21
ND,2008,2,246.32
ND,2008,3,246.39
ND,2008,4,248.44
ND,2009,1,250.09
ND,2009,2,249.90
ND,2009,3,249.58
ND,2009,4,251.64
ND,2010,1,251.61
ND,2010,2,251.52
ND,2010,3,253.72
ND,2010,4,256.50
ND,2011,1,258.02
ND,2011,2,261.61
ND,2011,3,264.42
ND,2011,4,266.95
ND,2012,1,268.89
ND,2012,2,276.35
ND,2012,3,280.99
ND,2012,4,288.43
ND,2013,1,293.10
ND,2013,2,299.80
ND,2013,3,310.76
ND,2013,4,315.18
ND,2014,1,318.16
ND,2014,2,322.56
ND,2014,3,330.49
ND,2014,4,335.41
ND,2015,1,338.80
ND,2015,2,341.49
ND,2015,3,348.14
ND,2015,4,348.62
ND,2016,1,349.13
ND,2016,2,351.10
ND,2016,3,354.94
ND,2016,4,354.47
ND,2017,1,356.30
ND,2017,2,355.25
ND,2017,3,359.47
ND,2017,4,357.79
ND,2018,1,359.10
ND,2018,2,361.02
ND,2018,3,360.77
ND,2018,4,362.57
ND,2019,1,364.82
ND,2019,2,369.91
ND,2019,3,372.80
ND,2019,4,374.39
ND,2020,1,375.94
ND,2020,2,375.09
ND,2020,3,380.78
ND,2020,4,385.46
ND,2021,1,385.88
ND,2021,2,396.47
ND,2021,3,411.36
ND,2021,4,419.78
ND,2022,1,424.96
ND,2022,2,447.19
ND,2022,3,455.04
ND,2022,4,455.94
ND,2023,1,455.16
ND,2023,2,467.36
ND,2023,3,476.04
ND,2023,4,475.04
ND,2024,1,479.94
ND,2024,2,485.70
NE,1975,1,63.61
NE,1975,2,62.65
NE,1975,3,61.57
NE,1975,4,67.88
NE,1976,1,67.26
NE,1976,2,67.42
NE,1976,3,68.12
NE,1976,4,70.48
NE,1977,1,72.25
NE,1977,2,74.11
NE,1977,3,78.44
NE,1977,4,79.90
NE,1978,1,78.87
NE,1978,2,85.76
NE,1978,3,86.54
NE,1978,4,87.33
NE,1979,1,92.78
NE,1979,2,94.22
NE,1979,3,97.19
NE,1979,4,98.42
NE,1980,1,100.00
NE,1980,2,103.49
NE,1980,3,101.84
NE,1980,4,105.93
NE,1981,1,101.46
NE,1981,2,102.74
NE,1981,3,100.50
NE,1981,4,100.24
NE,1982,1,106.32
NE,1982,2,107.25
NE,1982,3,109.32
NE,1982,4,108.90
NE,1983,1,108.94
NE,1983,2,109.27
NE,1983,3,111.47
NE,1983,4,112.08
NE,1984,1,110.44
NE,1984,2,112.90
NE,1984,3,112.38
NE,1984,4,111.51
NE,1985,1,111.57
NE,1985,2,113.07
NE,1985,3,113.24
NE,1985,4,114.26
NE,1986,1,115.53
NE,1986,2,115.66
NE,1986,3,115.67
NE,1986,4,117.15
NE,1987,1,117.60
NE,1987,2,117.00
NE,1987,3,115.59
NE,1987,4,116.17
NE,1988,1,117.20
NE,1988,2,117.87
NE,1988,3,118.68
NE,1988,4,118.37
NE,1989,1,119.59
NE,1989,2,120.76
NE,1989,3,121.98
NE,1989,4,122.84
NE,1990,1,123.80
NE,1990,2,125.81
NE,1990,3,126.96
NE,1990,4,127.12
NE,1991,1,128.30
